id,GridID,X_coord,Y_coord
1998,2544,1760870,5923750
1049,2580,1754870,5924250
1128,2581,1755370,5924250
1207,2582,1755870,5924250
1523,2586,1757870,5924250
1602,2587,1758370,5924250
1681,2588,1758870,5924250
1760,2589,1759370,5924250
1839,2590,1759870,5924250
1918,2591,1760370,5924250
1997,2592,1760870,5924250
1048,2627,1754870,5924750
1127,2628,1755370,5924750
1206,2629,1755870,5924750
1285,2630,1756370,5924750
1680,2635,1758870,5924750
1759,2636,1759370,5924750
1838,2637,1759870,5924750
1917,2638,1760370,5924750
2628,2647,1764870,5924750
2786,2649,1765870,5924750
1126,2674,1755370,5925250
1205,2675,1755870,5925250
1284,2676,1756370,5925250
1600,2680,1758370,5925250
1679,2681,1758870,5925250
1758,2682,1759370,5925250
1837,2683,1759870,5925250
2627,2693,1764870,5925250
2706,2694,1765370,5925250
2785,2695,1765870,5925250
2864,2696,1766370,5925250
2943,2697,1766870,5925250
3022,2698,1767370,5925250
1204,2721,1755870,5925750
1362,2723,1756870,5925750
1520,2725,1757870,5925750
1599,2726,1758370,5925750
1678,2727,1758870,5925750
1757,2728,1759370,5925750
2547,2738,1764370,5925750
2626,2739,1764870,5925750
2705,2740,1765370,5925750
2784,2741,1765870,5925750
2863,2742,1766370,5925750
2942,2743,1766870,5925750
3021,2744,1767370,5925750
1203,2765,1755870,5926250
1282,2766,1756370,5926250
1361,2767,1756870,5926250
1440,2768,1757370,5926250
1519,2769,1757870,5926250
1598,2770,1758370,5926250
1677,2771,1758870,5926250
2467,2781,1763870,5926250
2546,2782,1764370,5926250
2625,2783,1764870,5926250
2704,2784,1765370,5926250
2783,2785,1765870,5926250
2862,2786,1766370,5926250
2941,2787,1766870,5926250
1281,2810,1756370,5926750
1360,2811,1756870,5926750
1439,2812,1757370,5926750
1518,2813,1757870,5926750
1597,2814,1758370,5926750
2466,2825,1763870,5926750
2545,2826,1764370,5926750
2624,2827,1764870,5926750
2703,2828,1765370,5926750
2782,2829,1765870,5926750
2861,2830,1766370,5926750
2940,2831,1766870,5926750
1359,2853,1756870,5927250
1438,2854,1757370,5927250
1517,2855,1757870,5927250
1596,2856,1758370,5927250
2386,2866,1763370,5927250
2465,2867,1763870,5927250
2544,2868,1764370,5927250
2623,2869,1764870,5927250
2702,2870,1765370,5927250
2781,2871,1765870,5927250
2860,2872,1766370,5927250
1358,2895,1756870,5927750
1595,2898,1758370,5927750
2306,2907,1762870,5927750
2385,2908,1763370,5927750
2464,2909,1763870,5927750
2543,2910,1764370,5927750
2622,2911,1764870,5927750
2701,2912,1765370,5927750
2780,2913,1765870,5927750
1594,2938,1758370,5928250
2463,2949,1763870,5928250
2542,2950,1764370,5928250
2621,2951,1764870,5928250
2700,2952,1765370,5928250
1593,2978,1758370,5928750
2541,2990,1764370,5928750
2620,2991,1764870,5928750
